"Parasite.species","Host.no","Stage","hosts","hs","var.hs","stage2","maxLCL","abs_diff","rel_diff"
"Turgida turgida",1,"1larv",8,2.80952380952381,1.01133786848073,"larva",2,0.00911601276090923,1.15648626479447
"Turgida turgida",2,"adult",5,1.7,0.21,"adult",2,203.988458335691,4.3184234977795
"Umingmakstrongylus pallikuukensis",1,"1larv",2,1,0,"larva",2,0.000865692637774039,0.780839551094893
"Umingmakstrongylus pallikuukensis",2,"adult",1,1,NA,"adult",2,73.0297997214978,4.84749697855937
"Uncinaria stenocephala",1,"adult",2,2,0,"adult",1,0.520734790041343,3.41158794419908
"Urocystis prolifer",1,"1larv",3,1,0,"larva",2,NA,NA
"Urocystis prolifer",2,"adult",2,1,0,"adult",2,NA,NA
"Valipora campylancristrota",1,"1larv",2,2,0,"larva",3,0.0267935965449161,1.68546753393237
"Valipora campylancristrota",2,"2larv",14,3.43956043956044,0.905687718874532,"larva",3,-0.00127707758532708,-0.0207613700100144
"Valipora campylancristrota",3,"adult",2,1,0,"adult",3,NA,NA
"Vampirolepis evaginata",1,"1larv",1,1,NA,"larva",2,NA,NA
"Vampirolepis evaginata",2,"adult",1,1,NA,"adult",2,NA,NA
"Varestrongylus alpenae",1,"1larv",5,2.6,0.44,"larva",2,0.000321378880896378,0.740814844123221
"Varestrongylus alpenae",2,"adult",2,1,0,"adult",2,0.155875289253823,2.59980294462745
"Varestrongylus capreoli",1,"1larv",10,2.91111111111111,0.169876543209877,"larva",2,NA,NA
"Varestrongylus capreoli",2,"adult",1,1,NA,"adult",2,NA,NA
"Varestrongylus eleguneniensis",1,"1larv",2,1,0,"larva",2,0.000299604499072754,0.584228473724393
"Varestrongylus eleguneniensis",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2,0.363250057238995,2.95309238947869
"Varestrongylus pneumonicus",1,"1larv",16,2.74545454545455,0.444297520661157,"larva",2,NA,NA
"Varestrongylus pneumonicus",2,"adult",4,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Varestrongylus sagittatus",1,"1larv",17,NA,NA,"larva",2,0.00048834915945661,1.01021742892676
"Varestrongylus sagittatus",2,"adult",2,2,0,"adult",2,1.97946424770439,3.56329902529844
"Variolepis farciminosa",1,"1larv",6,NA,NA,"larva",2,0.035624914563453,1.54766982342022
"Variolepis farciminosa",2,"adult",10,2.80555555555556,0.212191358024691,"adult",2,NA,NA
"Vaucherilepis trichophorus",1,"1larv",1,1,NA,"larva",2,0.0389682105553727,2.26682711606773
"Vaucherilepis trichophorus",2,"adult",1,1,NA,"adult",2,NA,NA
"Vigisolepis spinulosa",1,"1larv",1,1,NA,"larva",2,0.0192370190154815,1.98420573281677
"Vigisolepis spinulosa",2,"adult",3,1,0,"adult",2,NA,NA
"Vigisospirura potekhina",1,"1larv",9,2.3,0.41,"larva",2,NA,NA
"Vigisospirura potekhina",2,"adult",3,3,0,"adult",2,NA,NA
"Wardium fryei",1,"1larv",2,2,0,"larva",2,0.048614366078465,1.79695727859422
"Wardium fryei",2,"adult",8,1.42857142857143,0.244897959183673,"adult",2,NA,NA
"Wardium fusa",1,"1larv",1,1,NA,"larva",2,0.0169228171470921,1.526942045678
"Wardium fusa",2,"adult",4,1,0,"adult",2,NA,NA
"Wardium manubriatum",1,"1larv",1,1,NA,"larva",2,NA,NA
"Wardium manubriatum",2,"adult",1,1,NA,"adult",2,NA,NA
"Wardium paraporale",1,"1larv",1,1,NA,"larva",2,0.00258490243537368,1.19497660321605
"Wardium paraporale",2,"adult",1,1,NA,"adult",2,NA,NA
"Wardium stellorae",1,"1larv",2,1,0,"larva",2,0.0185373252450032,1.45875562733365
"Wardium stellorae",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,NA,NA
